"id_casa","id_arrendatario","tipo_vivienda","provincia_ubicacion","capacidad_maxima","numero_habitaciones","numero_banos","precio_base_noche","categoria","distancia_centro_km","anio_construccion","amenities","calificacion_limpieza","calificacion_ubicacion","calificacion_general","mascotas_permitidas","fumadores_permitidos","eventos_permitidos"
1005,391,"Chalet","Catamarca",7,4,4,55887,"Ultra lujo",3.6,1960,"Estacionamiento,Jacuzzi,Parrilla,WiFi,Vista al mar",5,1.5,4.4,TRUE,FALSE,FALSE
1006,265,"Chalet","Misiones",8,4,1,7330,"Económica",8.6,1953,"Cocina equipada,WiFi,Aire acondicionado,Pileta,Vista al mar,Estacionamiento,Calefacción,Gimnasio",3.9,3.7,1.8,FALSE,TRUE,FALSE
1007,306,"Chalet","Córdoba",6,5,2,29458,"Premium",1.1,1989,"Gimnasio,Terraza,Parrilla,Aire acondicionado,TV,Pileta",1.3,4.1,1.7,TRUE,FALSE,FALSE
1008,812,"Casa","Formosa",10,5,3,37147,"Lujo",6.6,1958,"Seguridad 24hs,Terraza,Gimnasio,WiFi,Estacionamiento,Vista al mar",3.2,4.4,3.5,TRUE,FALSE,FALSE
1009,892,"Casa","Catamarca",6,3,1,35078,"Lujo",9.9,1999,"WiFi,Cocina equipada,Pileta,Vista al mar,TV,Aire acondicionado,Lavadora,Estacionamiento",1.4,3.4,1.8,FALSE,TRUE,TRUE
1010,11,"Loft","Entre Ríos",4,6,4,26457,"Premium",9.4,2014,"Aire acondicionado,Terraza,Acceso a playa,WiFi,TV,Lavadora",3.4,4.2,2,FALSE,FALSE,FALSE
1011,300,"Casa","Salta",5,1,4,39189,"Lujo",6.6,1993,"Aire acondicionado,Seguridad 24hs,Vista al mar,WiFi,Pileta,Jacuzzi,Estacionamiento,Acceso a playa",3.5,3.1,5,TRUE,FALSE,FALSE
1012,107,"Loft","Neuquén",10,6,3,42896,"Ultra lujo",10.6,1967,"Cocina equipada,TV,Lavadora,Pileta,Vista al mar,Calefacción,Jacuzzi,WiFi",4.2,1.1,3.5,TRUE,FALSE,FALSE
1013,930,"Departamento","La Rioja",6,1,1,12511,"Estándar",14,2016,"TV,Pileta,Lavadora",1,4,1.7,TRUE,FALSE,FALSE
1014,259,"Departamento","Jujuy",3,6,3,6468,"Económica",8.4,1989,"Vista al mar,Cocina equipada,Pileta,Aire acondicionado",4.2,4.4,3,TRUE,FALSE,FALSE
1015,723,"Cabaña","Buenos Aires",3,6,1,11055,"Estándar",6.2,1976,"Parrilla,Gimnasio",2.8,1.1,3.3,TRUE,FALSE,FALSE
1016,852,"Chalet","Tucumán",10,6,1,23372,"Premium",7.1,1987,"WiFi,Estacionamiento,Pileta,Calefacción,Seguridad 24hs,Vista al mar,Aire acondicionado",1.9,3.4,3.9,TRUE,FALSE,FALSE
1017,115,"Departamento","San Luis",4,1,2,11314,"Económica",11,1956,"Lavadora,TV,Gimnasio,Calefacción,WiFi,Pileta",4.5,4.4,3.2,TRUE,FALSE,FALSE
1018,958,"Departamento","La Rioja",2,4,1,39259,"Lujo",13.7,2004,"Acceso a playa,Seguridad 24hs,WiFi,TV,Estacionamiento",5,4.3,3.8,TRUE,FALSE,FALSE
1019,37,"Chalet","San Luis",4,4,1,5849,"Económica",13,2020,"Calefacción,Gimnasio,Parrilla,TV,Estacionamiento,Acceso a playa,Pileta,Aire acondicionado",2.7,2.6,4.4,FALSE,FALSE,FALSE
1020,232,"Cabaña","Chaco",11,2,4,38973,"Ultra lujo",11.2,2008,"TV,Parrilla,Aire acondicionado,Seguridad 24hs,WiFi",1.5,3,3.1,FALSE,FALSE,TRUE
1021,198,"Cabaña","San Luis",6,3,4,14775,"Estándar",9.3,1972,"Acceso a playa,Pileta,Parrilla,Seguridad 24hs,WiFi,Calefacción,Aire acondicionado",3.1,2.3,1.8,TRUE,FALSE,FALSE
1022,14,"Loft","Río Negro",5,4,2,7064,"Económica",10.2,2008,"TV,Vista al mar,Jacuzzi,Calefacción,Estacionamiento,Cocina equipada,Terraza",1.2,1.1,1.1,TRUE,FALSE,FALSE
1023,3,"Casa","Catamarca",6,3,4,25263,"Lujo",10.6,2009,"WiFi,Acceso a playa,Cocina equipada,Calefacción",4.9,3.6,2.1,TRUE,FALSE,TRUE
1024,262,"Loft","Misiones",5,4,2,10023,"Estándar",13.4,1985,"TV,Calefacción,Acceso a playa",4,3.2,3.7,TRUE,FALSE,FALSE
1025,709,"Loft","San Luis",2,1,1,10327,"Estándar",12.1,1986,"Cocina equipada,Parrilla,Jacuzzi,Terraza",1.8,2.5,3.2,TRUE,FALSE,FALSE
1026,775,"Departamento","Jujuy",7,3,3,51752,"Ultra lujo",7.4,2002,"Pileta,Vista al mar,Calefacción",3.6,1.8,4.1,FALSE,FALSE,FALSE
1027,322,"Cabaña","Córdoba",7,2,3,10138,"Estándar",7.8,1979,"Seguridad 24hs,TV,Cocina equipada",4.3,2.1,2.8,TRUE,FALSE,FALSE
1028,513,"Loft","Chubut",10,4,2,36180,"Lujo",4.5,1984,"Seguridad 24hs,Cocina equipada,Estacionamiento,Aire acondicionado,WiFi,TV,Parrilla",1.3,4.6,2.2,FALSE,FALSE,FALSE
1029,811,"Departamento","Chubut",12,5,3,19908,"Estándar",8.1,1961,"Terraza,Lavadora",1.4,3.2,3,TRUE,FALSE,FALSE
1030,170,"Loft","Buenos Aires",12,1,2,11684,"Estándar",1.3,1961,"Cocina equipada,Seguridad 24hs",2.1,4.4,1.7,TRUE,FALSE,FALSE
1031,47,"Casa","Santa Fe",3,2,1,37190,"Lujo",14.4,1971,"WiFi,Calefacción,Lavadora,Parrilla,Terraza",4.3,3.6,4.4,FALSE,TRUE,FALSE
1032,235,"Cabaña","Misiones",8,6,4,6712,"Económica",8.8,2020,"Pileta,Jacuzzi,Calefacción,TV,Seguridad 24hs,Estacionamiento,Parrilla,Lavadora",4.5,1.7,3,TRUE,TRUE,FALSE
1033,651,"Chalet","Santa Fe",2,6,4,7185,"Económica",5.5,1975,"Calefacción,Seguridad 24hs,Cocina equipada,TV,Jacuzzi,Estacionamiento,Parrilla,Vista al mar",2.2,3.7,4.8,TRUE,TRUE,FALSE
1034,496,"Loft","Río Negro",7,3,2,12559,"Estándar",9,1972,"Pileta,Calefacción,Seguridad 24hs",1.9,1,2.2,FALSE,FALSE,FALSE
1035,203,"Chalet","Chaco",2,1,1,12485,"Estándar",14.1,2017,"Acceso a playa,Jacuzzi",1.8,3.6,1.5,TRUE,FALSE,FALSE
1036,791,"Cabaña","La Rioja",3,1,2,41895,"Ultra lujo",13.2,1957,"Gimnasio,WiFi,Parrilla,TV,Lavadora,Estacionamiento,Aire acondicionado,Calefacción",2,3.9,3.5,TRUE,FALSE,FALSE
1037,797,"Chalet","Buenos Aires",9,4,1,21148,"Premium",12.9,2021,"Aire acondicionado,Parrilla,Seguridad 24hs,Terraza,Acceso a playa,Lavadora,TV,Estacionamiento",3.4,4.6,3.2,TRUE,FALSE,FALSE
1038,747,"Departamento","Santa Cruz",9,4,2,9505,"Económica",11.9,2007,"Parrilla,Gimnasio",4.9,2,2.3,FALSE,FALSE,FALSE
1039,873,"Departamento","Córdoba",2,4,4,12549,"Estándar",5.3,1995,"Gimnasio,Parrilla,WiFi,Cocina equipada,TV,Pileta,Calefacción,Lavadora",1.3,4.6,3.4,FALSE,FALSE,FALSE
1040,296,"Cabaña","La Rioja",6,1,3,8020,"Económica",7.9,1970,"Parrilla,Vista al mar",4.8,2.1,3.2,TRUE,FALSE,FALSE
1041,562,"Departamento","Río Negro",9,6,2,24508,"Premium",1.4,1958,"Pileta,Lavadora,TV,Parrilla",1.6,1.3,1.4,TRUE,FALSE,FALSE
1042,264,"Casa","Córdoba",12,6,2,10152,"Estándar",9.4,1975,"Cocina equipada,Acceso a playa,Gimnasio,Aire acondicionado,Lavadora",3.7,1.8,3.8,FALSE,FALSE,TRUE
1043,263,"Cabaña","Salta",9,3,4,8829,"Económica",0.2,1992,"Cocina equipada,Acceso a playa,Jacuzzi,Aire acondicionado,Parrilla,Terraza",1.3,4.6,4.4,TRUE,FALSE,FALSE
1044,489,"Casa","Córdoba",10,1,1,25927,"Lujo",13.9,1986,"Vista al mar,Pileta,WiFi,Terraza,Acceso a playa,Estacionamiento,Seguridad 24hs,Cocina equipada",4.8,2.9,4.5,FALSE,FALSE,FALSE
1045,2,"Departamento","Jujuy",9,4,3,11613,"Económica",6.1,1979,"Estacionamiento,WiFi,TV,Gimnasio,Cocina equipada,Lavadora,Jacuzzi",2.8,2.1,4.7,TRUE,TRUE,FALSE
1046,324,"Cabaña","Misiones",8,1,2,36176,"Lujo",4.5,1986,"Pileta,Lavadora,Terraza,Gimnasio,Vista al mar,WiFi",1.1,3.8,2.9,FALSE,FALSE,TRUE
1047,173,"Chalet","Santa Cruz",3,6,1,18653,"Premium",9.6,1974,"Estacionamiento,Jacuzzi,Seguridad 24hs,Acceso a playa,Gimnasio",1.4,1.8,2.6,FALSE,FALSE,FALSE
1048,396,"Departamento","Santa Cruz",9,4,3,52423,"Ultra lujo",0.4,1986,"Gimnasio,Seguridad 24hs,WiFi,Estacionamiento,Parrilla,Cocina equipada",1.1,4.7,1.3,FALSE,TRUE,FALSE
1049,266,"Cabaña","Córdoba",2,5,4,7785,"Económica",1.4,1987,"Jacuzzi,Parrilla,Vista al mar,Acceso a playa,Estacionamiento,Gimnasio,Pileta,TV",1.9,1.1,4.7,FALSE,FALSE,FALSE
1050,302,"Casa","Catamarca",5,6,1,57422,"Ultra lujo",15,1954,"Lavadora,Aire acondicionado",4.9,3.8,2.1,FALSE,FALSE,FALSE
1051,625,"Chalet","Tierra del Fuego",10,3,2,9053,"Económica",2.6,2009,"Calefacción,Seguridad 24hs,Parrilla,Cocina equipada,WiFi",1,4.6,1.1,FALSE,FALSE,TRUE
1052,976,"Casa","Tucumán",2,2,3,8587,"Económica",13.2,2010,"Seguridad 24hs,Lavadora,WiFi,Acceso a playa,Pileta,Estacionamiento,Jacuzzi,Gimnasio",3,3.9,2.5,FALSE,FALSE,FALSE
1053,637,"Loft","Neuquén",6,3,1,29773,"Premium",9,2020,"TV,Parrilla",3.9,2,2.9,FALSE,FALSE,FALSE
1054,181,"Casa","Formosa",6,4,1,5863,"Económica",8.5,1980,"Gimnasio,Seguridad 24hs,Lavadora,Estacionamiento,Parrilla",2,2.3,4.2,TRUE,FALSE,TRUE
1055,272,"Departamento","Tierra del Fuego",6,1,4,18608,"Estándar",5.3,1957,"Gimnasio,Vista al mar,Aire acondicionado,Terraza,Parrilla",2.7,2.2,3.9,TRUE,FALSE,TRUE
1056,9,"Loft","Salta",3,4,1,16763,"Estándar",1.2,1998,"Parrilla,Pileta,Seguridad 24hs,Estacionamiento",1.9,2.6,2.8,TRUE,FALSE,TRUE
1057,597,"Loft","Santa Fe",12,6,3,19722,"Premium",11,1980,"Parrilla,TV,Lavadora,WiFi,Pileta",2.7,4.3,1.2,TRUE,FALSE,FALSE
1058,885,"Chalet","Buenos Aires",9,3,1,28817,"Premium",11.8,1965,"Cocina equipada,Parrilla,TV,Acceso a playa",4.5,4.8,3.6,TRUE,FALSE,FALSE
1059,97,"Cabaña","Santa Fe",4,1,1,26612,"Premium",4.8,1976,"Cocina equipada,Aire acondicionado,Calefacción",4.3,2,1.5,TRUE,TRUE,FALSE
1060,806,"Cabaña","Misiones",11,3,2,10135,"Económica",1.3,2019,"Lavadora,Cocina equipada",1.4,4.2,1.1,TRUE,FALSE,FALSE
1061,134,"Chalet","Chubut",9,4,4,8265,"Económica",3.4,1961,"Jacuzzi,Terraza,Calefacción,Cocina equipada,TV,Gimnasio,Lavadora",3.6,2.7,2.2,FALSE,FALSE,TRUE
1062,736,"Casa","Catamarca",5,6,4,21397,"Premium",11.6,2005,"Pileta,Cocina equipada,Gimnasio,Seguridad 24hs,Estacionamiento,Parrilla",3.6,2,1.6,TRUE,FALSE,FALSE
1063,898,"Departamento","Tierra del Fuego",6,4,2,42563,"Ultra lujo",8.6,1955,"Vista al mar,Parrilla",3.4,3.1,4.1,FALSE,FALSE,TRUE
1064,848,"Chalet","Santa Cruz",8,6,1,45202,"Ultra lujo",5.2,1983,"Seguridad 24hs,WiFi,Acceso a playa,Cocina equipada,Estacionamiento,Vista al mar,Terraza",3.3,1.1,2.5,FALSE,FALSE,FALSE
1065,141,"Chalet","Chubut",5,4,1,28214,"Premium",6,1973,"WiFi,Terraza,Seguridad 24hs",1.3,3.7,2.7,TRUE,FALSE,FALSE
1066,841,"Loft","Santiago del Estero",3,2,4,28438,"Premium",2.7,1961,"Estacionamiento,Acceso a playa,Calefacción,Cocina equipada,Parrilla",1,3.3,4.6,TRUE,FALSE,FALSE
1067,581,"Casa","Corrientes",3,4,3,14145,"Estándar",1.9,2012,"TV,Aire acondicionado",3,3.5,1.8,TRUE,TRUE,FALSE
1068,443,"Chalet","Córdoba",2,2,3,19442,"Premium",4.7,1962,"Terraza,Gimnasio,Jacuzzi,Aire acondicionado,Seguridad 24hs",1.2,3.4,3.5,FALSE,FALSE,FALSE
1069,884,"Departamento","Neuquén",4,1,3,50752,"Ultra lujo",4.9,1957,"Parrilla,Acceso a playa,Calefacción,Vista al mar",2,3.5,1.6,TRUE,FALSE,TRUE
1070,864,"Casa","Entre Ríos",6,2,1,18906,"Premium",7.8,1962,"Parrilla,Seguridad 24hs,Pileta,Estacionamiento,Terraza,Vista al mar",3.1,3.9,1.8,TRUE,FALSE,FALSE
1071,640,"Departamento","San Juan",3,5,3,25301,"Lujo",10.5,1985,"Terraza,Lavadora",1,2.8,2.1,TRUE,FALSE,FALSE
1072,530,"Cabaña","Entre Ríos",11,6,1,11119,"Estándar",6.9,1983,"Estacionamiento,Lavadora",4,1.3,4,TRUE,FALSE,TRUE
1073,72,"Loft","Misiones",3,3,4,10057,"Estándar",9.6,1964,"Gimnasio,TV,Aire acondicionado,Vista al mar,Cocina equipada",2.7,3.1,3.7,FALSE,FALSE,FALSE
1074,428,"Chalet","Santa Cruz",6,1,4,28690,"Premium",5.8,1962,"Aire acondicionado,Parrilla,WiFi,Pileta,Gimnasio,Cocina equipada",2.4,2.3,1.1,FALSE,FALSE,FALSE
1075,737,"Loft","Córdoba",9,5,1,6904,"Económica",1.1,2015,"Parrilla,Vista al mar,Gimnasio,Aire acondicionado,Jacuzzi",1.2,1.1,1.8,FALSE,FALSE,FALSE
1076,99,"Cabaña","CABA",12,6,3,16885,"Estándar",5.6,1960,"Jacuzzi,Acceso a playa,Estacionamiento,Cocina equipada",3.8,3.2,2.5,TRUE,FALSE,TRUE
1077,304,"Chalet","Jujuy",2,6,2,7239,"Económica",14.6,1992,"Acceso a playa,Seguridad 24hs,WiFi,Jacuzzi,Parrilla,Gimnasio,Terraza",1.2,3.8,3.4,TRUE,FALSE,FALSE
1078,258,"Cabaña","Río Negro",9,2,3,53486,"Ultra lujo",8.9,1978,"TV,WiFi,Acceso a playa,Estacionamiento,Vista al mar,Terraza",4.5,2.6,4.8,TRUE,TRUE,FALSE
1079,444,"Cabaña","Chubut",9,1,4,43195,"Ultra lujo",3.4,2004,"Cocina equipada,Vista al mar,TV,Estacionamiento,Acceso a playa,Aire acondicionado,Gimnasio",4.7,3.9,4.4,FALSE,TRUE,TRUE
1080,414,"Casa","Jujuy",10,6,4,8198,"Económica",7.3,1993,"Seguridad 24hs,Terraza,TV,Cocina equipada,Lavadora,Vista al mar",4.9,3.8,2.4,FALSE,FALSE,FALSE
1081,332,"Departamento","Chubut",6,6,4,23411,"Premium",0.6,1952,"Jacuzzi,Cocina equipada,Calefacción,Estacionamiento",2.9,3.6,1.3,TRUE,FALSE,FALSE
1082,173,"Cabaña","Chubut",4,4,2,41383,"Ultra lujo",13.5,1976,"Jacuzzi,Acceso a playa",1.9,3.9,1.1,TRUE,FALSE,TRUE
1083,206,"Casa","Chaco",8,5,1,11080,"Económica",10.2,1969,"Terraza,Acceso a playa,WiFi",4,1.3,2.7,TRUE,FALSE,FALSE
1084,292,"Loft","Mendoza",6,5,2,21447,"Premium",8.8,1962,"Seguridad 24hs,Calefacción,Gimnasio,Vista al mar,Pileta,Parrilla,Lavadora,Jacuzzi",3.7,2,3,FALSE,FALSE,TRUE
1085,648,"Chalet","Neuquén",10,1,2,9960,"Económica",8.9,1991,"Vista al mar,Pileta,Cocina equipada",2.1,3.8,2.6,FALSE,TRUE,FALSE
1086,605,"Chalet","Tucumán",3,6,4,19581,"Premium",8.6,2004,"WiFi,Jacuzzi,Terraza,Pileta,Gimnasio,Vista al mar",3.7,3.3,2.5,FALSE,FALSE,TRUE
1087,180,"Chalet","Córdoba",5,4,4,11437,"Estándar",5.3,1980,"Cocina equipada,Lavadora,Jacuzzi,TV,Estacionamiento,Calefacción,Parrilla,Pileta",3.6,4.7,1.3,FALSE,TRUE,FALSE
1088,545,"Departamento","Chubut",11,3,4,36396,"Lujo",12.1,1952,"Cocina equipada,Gimnasio",4.2,4,4.6,FALSE,FALSE,FALSE
1089,789,"Departamento","Entre Ríos",7,3,3,15085,"Estándar",13.3,1980,"Lavadora,WiFi,Gimnasio,Vista al mar",1.5,4.1,2,TRUE,FALSE,FALSE
1090,896,"Chalet","Entre Ríos",12,1,1,26611,"Lujo",8.1,2003,"Vista al mar,Gimnasio,Seguridad 24hs,WiFi,Parrilla",2.9,3.4,2.1,FALSE,FALSE,FALSE
1091,85,"Loft","Misiones",10,6,4,8165,"Económica",4,1968,"Cocina equipada,Lavadora,Seguridad 24hs,Parrilla,Jacuzzi,Estacionamiento,Pileta,WiFi",1.5,4.6,1.3,FALSE,FALSE,FALSE
1092,329,"Departamento","Mendoza",12,1,4,35420,"Lujo",11.2,1967,"Calefacción,Jacuzzi",2.7,4.1,3.1,TRUE,FALSE,FALSE
1093,150,"Chalet","Córdoba",9,1,2,27811,"Lujo",4.2,1961,"Gimnasio,Vista al mar",4,4.7,1.5,TRUE,FALSE,TRUE
1094,859,"Chalet","La Pampa",7,6,1,37151,"Ultra lujo",2.5,1974,"Parrilla,Aire acondicionado,Acceso a playa,Estacionamiento,Seguridad 24hs,Jacuzzi",4,2.2,4.3,FALSE,FALSE,TRUE
1095,187,"Chalet","Chubut",12,2,3,28922,"Premium",7.8,1984,"Aire acondicionado,Parrilla,TV,Terraza,Calefacción,Jacuzzi,Vista al mar,Acceso a playa",3.6,3.4,3.2,FALSE,FALSE,FALSE
1096,149,"Chalet","Corrientes",12,1,3,18792,"Estándar",13.6,1981,"Lavadora,Jacuzzi,Gimnasio,Estacionamiento,Acceso a playa,Aire acondicionado",3.9,4.3,1.5,FALSE,FALSE,FALSE
1097,24,"Chalet","Jujuy",4,1,1,25123,"Lujo",13.3,1968,"Vista al mar,Terraza,WiFi,Aire acondicionado,Seguridad 24hs,Calefacción,Parrilla",4.7,4.6,1.3,TRUE,FALSE,FALSE
1098,34,"Chalet","San Juan",2,2,2,38435,"Lujo",3,1982,"Lavadora,WiFi,Calefacción,TV,Gimnasio",3.6,1.8,2.8,TRUE,FALSE,FALSE
1099,775,"Casa","Córdoba",12,6,1,36596,"Lujo",6.3,1970,"Cocina equipada,Calefacción,Seguridad 24hs,Jacuzzi,Terraza",3.9,3.9,1.8,FALSE,FALSE,FALSE
1100,269,"Chalet","Mendoza",8,3,1,56089,"Ultra lujo",12.7,1987,"Lavadora,Calefacción,Gimnasio,Pileta,Acceso a playa,Parrilla,Jacuzzi",1.4,2.5,3.6,FALSE,FALSE,FALSE
1101,6,"Cabaña","Chaco",5,6,3,9193,"Económica",1,2002,"Vista al mar,Acceso a playa,TV,Seguridad 24hs,Terraza",3.9,4.4,1.2,TRUE,TRUE,FALSE
1102,795,"Chalet","La Rioja",2,5,3,10555,"Económica",14.6,2004,"Terraza,Gimnasio,Parrilla,WiFi",4.9,1.8,1.4,FALSE,FALSE,FALSE
1103,115,"Loft","La Pampa",11,1,3,28827,"Lujo",1.5,1963,"Pileta,Lavadora,WiFi,Calefacción",2.9,4.6,1.7,FALSE,TRUE,FALSE
1104,585,"Cabaña","Catamarca",3,1,3,6332,"Económica",7.9,2008,"Gimnasio,Lavadora,Acceso a playa,Cocina equipada",4.3,3.3,3.3,FALSE,FALSE,FALSE
1105,959,"Cabaña","Neuquén",5,5,4,23146,"Premium",5.9,1953,"Calefacción,Parrilla,WiFi,Acceso a playa",1.2,3.2,4.4,FALSE,FALSE,FALSE
1106,512,"Loft","La Rioja",8,3,2,8334,"Económica",8.1,1982,"Calefacción,WiFi,Cocina equipada,Acceso a playa,Estacionamiento",2.8,1.4,2.2,FALSE,FALSE,TRUE
1107,551,"Cabaña","Catamarca",7,4,2,12161,"Estándar",7.6,2022,"Terraza,Jacuzzi",1.2,1.3,2.8,TRUE,FALSE,FALSE
1108,602,"Loft","Entre Ríos",2,3,4,10699,"Económica",7.2,1951,"Terraza,Vista al mar,TV,Estacionamiento,Acceso a playa,Jacuzzi,Seguridad 24hs,Pileta",4,1.3,1,TRUE,FALSE,FALSE
1109,17,"Casa","Misiones",2,1,2,46417,"Ultra lujo",12.4,2009,"Seguridad 24hs,Estacionamiento,WiFi,Cocina equipada,Lavadora,Pileta,Calefacción",2.8,1.7,2.4,TRUE,TRUE,FALSE
1110,741,"Chalet","Santiago del Estero",9,3,3,24172,"Premium",9.2,2013,"WiFi,Terraza,Seguridad 24hs,Cocina equipada,Gimnasio,Aire acondicionado,Acceso a playa,Pileta",3.7,2.1,4.5,TRUE,FALSE,FALSE
1111,637,"Casa","Tucumán",7,6,4,57646,"Ultra lujo",9.9,2012,"Calefacción,Acceso a playa,Aire acondicionado,Jacuzzi",2.4,3.6,2.9,FALSE,FALSE,TRUE
1112,26,"Casa","San Luis",11,2,1,26513,"Lujo",0.6,1981,"Acceso a playa,Parrilla",1.8,1.2,1.5,TRUE,FALSE,FALSE
1113,103,"Loft","La Pampa",5,4,3,10897,"Económica",1.9,1967,"Gimnasio,Aire acondicionado,Jacuzzi",4.8,4.6,3.7,TRUE,FALSE,FALSE
1114,605,"Cabaña","Formosa",12,2,2,19292,"Estándar",14.1,1991,"Jacuzzi,Estacionamiento,Gimnasio,Seguridad 24hs,Cocina equipada,Acceso a playa,Lavadora,Calefacción",2.1,4.7,4.7,FALSE,FALSE,FALSE
1115,642,"Departamento","Santa Cruz",7,2,3,45330,"Ultra lujo",14.9,1970,"Vista al mar,Calefacción,WiFi,Acceso a playa,TV,Parrilla,Seguridad 24hs,Estacionamiento",2.6,4.5,2.3,TRUE,FALSE,FALSE
1116,756,"Cabaña","Catamarca",9,3,1,10761,"Económica",13.2,2007,"Lavadora,WiFi,Aire acondicionado,Estacionamiento",4.5,4.4,1,TRUE,FALSE,FALSE
1117,272,"Cabaña","La Pampa",7,1,1,48020,"Ultra lujo",5.6,1959,"Vista al mar,Parrilla,Terraza,Jacuzzi",4.3,4,3.7,TRUE,TRUE,TRUE
1118,505,"Chalet","CABA",5,6,3,42118,"Ultra lujo",5.2,1987,"Cocina equipada,Gimnasio,TV,Estacionamiento,Pileta,Seguridad 24hs,Parrilla",1.9,2,3.5,TRUE,FALSE,FALSE
1119,686,"Loft","Corrientes",2,3,3,5787,"Económica",12.7,2014,"WiFi,Parrilla,Aire acondicionado,Vista al mar,Jacuzzi,Pileta,Gimnasio,Cocina equipada",3.8,1.5,4.5,TRUE,TRUE,FALSE
1120,283,"Casa","San Luis",2,2,4,35124,"Ultra lujo",7.7,2003,"Jacuzzi,Seguridad 24hs,WiFi,Cocina equipada,Acceso a playa,TV,Calefacción,Vista al mar",2.4,3.9,2.8,FALSE,FALSE,FALSE
1121,795,"Departamento","Neuquén",9,6,1,32480,"Lujo",8.8,1989,"TV,Parrilla,Jacuzzi",5,1.7,2,TRUE,FALSE,FALSE
1122,594,"Chalet","Entre Ríos",7,5,1,26980,"Lujo",2.2,1960,"Pileta,Cocina equipada,Parrilla,WiFi,Seguridad 24hs,Gimnasio",4.3,4.9,4.4,FALSE,FALSE,FALSE
1123,489,"Cabaña","Santa Cruz",3,4,3,22285,"Premium",10.6,1959,"Seguridad 24hs,WiFi,Aire acondicionado,Cocina equipada,Vista al mar,Jacuzzi,Terraza,Pileta",1.1,2.5,4.1,FALSE,FALSE,TRUE
1124,504,"Cabaña","San Luis",12,4,3,7646,"Económica",6.8,2001,"Lavadora,Seguridad 24hs,Estacionamiento,Acceso a playa,Aire acondicionado,TV,Cocina equipada,WiFi",4.6,4.6,4.3,FALSE,FALSE,FALSE
1125,659,"Departamento","Salta",12,1,1,9691,"Económica",11.4,1997,"Jacuzzi,Cocina equipada,WiFi,Acceso a playa,Parrilla,Seguridad 24hs",3.9,2.5,1.5,TRUE,FALSE,FALSE
1126,541,"Casa","Santa Fe",10,4,1,7816,"Económica",10.6,1998,"Aire acondicionado,Jacuzzi,WiFi,Vista al mar,TV,Gimnasio,Pileta",2,2.3,3.2,FALSE,FALSE,FALSE
1127,634,"Cabaña","La Rioja",4,6,1,19669,"Estándar",11.9,2003,"Gimnasio,Pileta,Calefacción,Jacuzzi,Estacionamiento,Parrilla,Acceso a playa",1.7,3.5,2,FALSE,FALSE,FALSE
1128,743,"Cabaña","San Luis",7,5,3,7594,"Económica",0.1,2010,"Estacionamiento,Acceso a playa,Calefacción,Pileta",1.7,5,1,TRUE,FALSE,FALSE
1129,769,"Casa","Santa Cruz",4,6,4,26751,"Premium",10.4,1953,"Parrilla,Estacionamiento,Terraza,Aire acondicionado,Acceso a playa,Pileta",4.8,1.8,2.3,FALSE,FALSE,FALSE
1130,345,"Chalet","Santa Fe",6,6,4,24030,"Premium",5.5,2000,"Pileta,Acceso a playa,Estacionamiento,Aire acondicionado,Jacuzzi,Calefacción,Lavadora,Cocina equipada",2.2,4.5,4.4,TRUE,FALSE,TRUE
1131,724,"Cabaña","Neuquén",11,2,3,19251,"Premium",15,1968,"Seguridad 24hs,WiFi,Lavadora,Gimnasio,Calefacción,Acceso a playa,Jacuzzi,Pileta",5,1.9,1.8,FALSE,TRUE,FALSE
1132,42,"Casa","Entre Ríos",2,6,1,34751,"Lujo",14.8,2012,"Aire acondicionado,Gimnasio,Estacionamiento,Calefacción,WiFi,TV",2.8,3.8,3.2,TRUE,FALSE,TRUE
1133,281,"Casa","Neuquén",10,4,4,18654,"Estándar",9.2,2023,"Lavadora,Acceso a playa,Terraza",2.8,3.9,3.3,TRUE,FALSE,FALSE
1134,800,"Cabaña","Buenos Aires",9,6,1,34335,"Lujo",10,1996,"TV,Aire acondicionado,Parrilla,Cocina equipada,Estacionamiento",3.8,3.7,1.9,TRUE,TRUE,TRUE
1135,766,"Loft","Mendoza",11,5,2,22310,"Premium",1.5,2008,"WiFi,Pileta,Estacionamiento",3.2,2.2,2.6,FALSE,FALSE,FALSE
1136,801,"Casa","Santa Cruz",12,3,4,38607,"Lujo",7.2,2002,"Terraza,Acceso a playa",2.5,4.6,2.7,TRUE,FALSE,FALSE
1137,648,"Chalet","Santiago del Estero",12,5,3,29608,"Premium",7.3,1974,"Acceso a playa,Vista al mar,Aire acondicionado,WiFi",4.1,3.1,3.1,FALSE,FALSE,FALSE
1138,721,"Departamento","La Pampa",11,6,4,24556,"Premium",11.5,2023,"Lavadora,Parrilla,Acceso a playa",4.5,2.4,1.4,FALSE,FALSE,TRUE
1139,339,"Chalet","Santa Fe",8,3,1,35962,"Lujo",8.5,1991,"Gimnasio,Calefacción,Estacionamiento,Pileta,Aire acondicionado,TV,Lavadora",3.1,1.9,1.1,TRUE,FALSE,TRUE
1140,896,"Cabaña","Corrientes",11,6,2,11375,"Económica",9.3,1972,"Seguridad 24hs,Pileta,WiFi,Estacionamiento,Calefacción,Jacuzzi,Lavadora",3.2,3.6,4.3,TRUE,FALSE,FALSE
